Province,Employer,Address,Positions,NOC 2011,NOC Name
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",6,0016,Senior managers 
Nova Scotia,Irving Shipbuilding Inc.,,2,0113,Purchasing managers
Nova Scotia,Irving Shipbuilding Inc.,,1,0211,Engineering managers
Nova Scotia,Irving Shipbuilding Inc.,,5,0711,Construction managers
Nova Scotia,Irving Shipbuilding Inc.,,1,0714,Facility operation and maintenance managers
Nova Scotia,Irving Shipbuilding Inc.,,12,0911,Manufacturing managers
Nova Scotia,Irving Shipbuilding Inc.,,4,2132,Mechanical engineers
Nova Scotia,Irving Shipbuilding Inc.,,1,2148,"Other professional engineers, n.e.c."
Nova Scotia,Irving Shipbuilding Inc.,,1,9226,"Supervisors, other mechanical and metal products manufacturing"
Nova Scotia,J & M Reeves Christmas Greens Ltd,"New Ross, NS B0J 2M0",4,8432,Nursery and greenhouse workers
Nova Scotia,J & V Education Service Inc.,"Halifax, NS B3H 4K2",1,0421,Administrators 
Nova Scotia,J E Bembridge Enterprises Ltd.,"Amherst, NS B4H 4E1",1,6311,Food service supervisors
Nova Scotia,J W Mason & Sons (2013) Limited,"Windsor, NS B0N 2T0",20,8431,General farm workers
Nova Scotia,Jeita Holdings Limited,"Halifax, NS B3M 3N8",1,6311,Food service supervisors
Nova Scotia,Job Fit Consulting Ltd,"Truro, NS B2N 6C7",10,7511,Transport truck drivers
Nova Scotia,John's Steak House Limited,"Antigonish, NS B2G 1R6",2,6322,Cooks
Nova Scotia,Jonathan Eldon Mundle/Mundles Farm,"Pugwash, NS B0K 1L0",1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers"
Nova Scotia,Kameron Coal Management Ltd,"Donkin, NS B1A 6P2",3,8221,"Supervisors, mining and quarrying"
Nova Scotia,Kameron Coal Management Ltd,,3,8231,Underground production and development miners
Nova Scotia,Kingsport Studos Limited,"Kingsport, NS B0P 1H0",2,3125,Other professional occupations in health diagnosing and treating
Nova Scotia,Les Enterprises Samson Enterprises Ltee,"Petit De Grat, NS B0E 2L0",1,9531,Boat assemblers and inspectors
Nova Scotia,Les Enterprises Samson Enterprises Ltee,,2,9535,"Plastic products assemblers, finishers and inspectors"
Nova Scotia,Lotus Garden Restaurant Limited,"Yarmouth, NS B5A 2T6",1,6322,Cooks
Nova Scotia,Lutz Family Farm Ltd,"Berwick, NS B0P 1E0",1,8431,General farm workers
Nova Scotia,MacDrew Limited,"Wolfville, NS B4B 1E2",1,6322,Cooks
Nova Scotia,MacGregor Dairy Farm,"Churchville, NS B0K 1B0",3,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers"
Nova Scotia,Mandox Incorporated,"Annapolis Royal, NS B0S 1A0",1,6322,Cooks
Nova Scotia,Maritime Osteopathy Ltd,"Bridgewater, NS B4V 2L2",1,3125,Other professional occupations in health diagnosing and treating
Nova Scotia,Melvin Farms Ltd,"Canning, NS B0P 1H0",33,8431,General farm workers
Nova Scotia,Mic Mac Beverage Room (2006) Ltd.,"Dartmouth, NS B2X 2C3",4,6322,Cooks
Nova Scotia,Millen Farms Limited,"Great Village, NS B0M 1L0",239,8431,General farm workers
Nova Scotia,Mirchi Tandoor Inc.,"Halifax, NS B3J 1J7",3,6322,Cooks
Nova Scotia,Moncton Fresh Casual Restaurants Inc o/a Swiss Chalet,"Amherst, NS B4H 4L2",2,6322,Cooks
Nova Scotia,Mother Hubbard N'  Friends Daycare Inc.,"Lower Sackville, NS B4C 3M1",1,4214,Early childhood educators and assistants
Nova Scotia,Mount Saint Vincent University,"Halifax, NS B3M 2J6",2,4011,University professors and lecturers
Nova Scotia,Naru Japanese Restaurant (NS) Ltd.,"Sydney, NS B1P 1G8",2,6321,Chefs
Nova Scotia,Nazinga Farms Ltd,"Aylesford, NS B0P 1C0",18,8431,General farm workers
Nova Scotia,Newcap Inc,"Dartmouth, NS B3B 1G4",1,0512,Managers 
Nova Scotia,North Nova Seafoods Ltd.,"Pictou, NS B0K 1H0",75,9463,Fish and seafood plant workers
Nova Scotia,Northwood Homecare Inc.,"Dartmouth, NS B3B 2C4",10,4412,"Home support workers, housekeepers and related occupations"
Nova Scotia,Northwoodcare Halifax Incorporated,"Dartmouth, NS B3B 2C4",1,3233,Licensed practical nurses
Nova Scotia,Nova Scotia College Of Art And Design,"Halifax, NS B3J 3J6",1,4011,University professors and lecturers
Nova Scotia,Nova Scotia Health Authority,"Halifax, NS B3H 3A7",1,3111,Specialist physicians
Nova Scotia,Nova Scotia Health Authority,"Sidney, NS B1P 1P3",18,3111,Specialist physicians
Nova Scotia,Nova Scotia Health Authority,,1,3112,General practitioners and family physicians
Nova Scotia,Ocean Pride Fisheries Ltd.,"Lower Wedgeport, NS B0W 2B0",15,9618,Labourers in fish and seafood processing
Nova Scotia,Odour Solutions Atlantic Ltd,"Halifax, NS B3M 4H4",1,9612,Labourers in metal fabrication
Nova Scotia,Oxford Berry Farm,"Oxford, NS B0M 1P0",18,8431,General farm workers
Nova Scotia,Parkland Construction Ltd.,"Bedford, NS B4A 2E5",2,7272,Cabinetmakers
Nova Scotia,Perfect Berries Ltd,"Berwick, NS B0P 1E0",34,8431,General farm workers
Nova Scotia,Petit de Grat Packers Ltd.,"Arichat, NS B0E 1A0",11,9463,Fish and seafood plant workers
Nova Scotia,Pioneer Cleaners Incorporated,"Halifax, NS B3M 1W9",2,6731,Light duty cleaners
Nova Scotia,Pisiquid Aquatic Club,"Windsor, NS B0N 2T0",1,5252,Coaches
Nova Scotia,Power Farms Inc,"Canning, NS B0P 1H0",12,8431,General farm workers
Nova Scotia,Premium Choice Shrimp Ltd.,"Arichat, NS B0E 1A0",7,9618,Labourers in fish and seafood processing
Nova Scotia,Premium Seafoods Ltd.,"Arichat, NS B0E 1A0",13,9618,Labourers in fish and seafood processing
Nova Scotia,Pure Season 1 Inc.,"Chester, NS B0J 1J0",1,5135,Actors and comedians
Nova Scotia,R & M Boatbuilding Limited,"Shelburne, NS B0T 1W0",1,9531,Boat assemblers and inspectors
Nova Scotia,Randsland Farms Inc,"Canning, NS B0P 1H0",46,8431,General farm workers
Nova Scotia,Ranex Cuisine Limited,"Dartmouth, NS B2X 0A2",1,6322,Cooks
Nova Scotia,River Breeze Farm Limited,"Upper Onslow, NS B6L 6Y3",6,8431,General farm workers
Nova Scotia,Riverside Lobster International Inc.,"Meteghan River, NS B0W 2L0",36,9463,Fish and seafood plant workers
Nova Scotia,RJ Farm,"Berwick, NS B0P 1E0",2,8431,General farm workers
Nova Scotia,Rodd Development Limited,"Halifax, NS B3K 2A1",1,6311,Food service supervisors
Nova Scotia,Rosos Properties Services Incorporated,"Dartmouth, NS B2V 1J5",6,6731,Light duty cleaners
Nova Scotia,Royal Environmental Inc.,"Lower Sackville, NS B4C 4B1",1,7511,Transport truck drivers
Nova Scotia,Royal Nova Scotia Yacht Squadron,"Halifax, NS B3P 1C7",3,5252,Coaches
Nova Scotia,Saint Mary's University,"Halifax, NS B3H 3C3",1,4011,University professors and lecturers
Nova Scotia,Sanhaven Farms,"Antigonish, NS B2G 2K9",1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers"
Nova Scotia,Sarsfield Farms Inc,"Canning, NS B0P 1H0",37,8431,General farm workers
Nova Scotia,Seawalker Productions Inc.,"Chester, NS B0J 1J0",1,5121,Authors and writers
Nova Scotia,Seawalker Productions Inc.,,2,5135,Actors and comedians
Nova Scotia,"SHIL Technologies, Inc.","Halifax, NS B3J 3N2",1,2174,Computer programmers and interactive media developers
Nova Scotia,Shree Ganesh Ltd. (Curry Express),"Bridgewater, NS B4V 1M3",2,6322,Cooks
Nova Scotia,Sidon Holdings Ltd,"Halifax, NS B3J 2V9",1,6322,Cooks
Nova Scotia,Small Town Productions Inc.,"Halifax, NS B3J 1K9",1,5226,Other technical and co
Nova Scotia,Sobeys West Inc.,"Stellarton, NS B0K 1S0",1,0015,Senior managers 
Nova Scotia,Song's Korean Restaurant,"Halifax, NS B3L 1A4",1,6322,Cooks
Nova Scotia,Spiteful Threesome Pictures Inc,"Halifax, NS B3K 4K1",2,5135,Actors and comedians
Nova Scotia,Spurr Brothers Farms Ltd,"Kingston, NS B0P 1R0",16,8431,General farm workers
Nova Scotia,St. Anne Community and Nursing Care Centre,"Arichat, NS B0E 1A0",1,3012,Registered nurses and registered psychiatric nurses
Nova Scotia,St. Francis Xavier University,"Antigonish, NS B2G 2W5",1,4011,University professors and lecturers
Nova Scotia,Stelia Aéronautique Amérique du Nord Inc,"Lunenburg, NS B0J 2C0",1,2146,Aerospace engineers
Nova Scotia,Stokdijk Greenhouses Ltd,"Beaver Brook, NS B6L 1H3",24,8432,Nursery and greenhouse workers
Nova Scotia,Synergy CHC Inc.,"Fall River, NS B2T 1J5",1,1123,"Professional occupations in advertising, marketing and public relations"
Nova Scotia,Tako Sushi & Ramen Restaurant Limited,"Bedford, NS B4A 0B8",1,6322,Cooks
Nova Scotia,Talay Thai Dartmouth Restaurant Inc,"Dartmouth, NS B2V 1E7",3,6322,Cooks
Nova Scotia,Tawa Grill,"Halifax, NS B3J 1R9",1,6322,Cooks
Nova Scotia,Tempo Renovations Limited,"Halifax, NS B3N 3E5",1,0711,Construction managers
Nova Scotia,The Tom Kotter Company Ltd.,"Halifax, NS B3J 1V7",1,5131,"Producers, directors, choreographers and related occupations"
Nova Scotia,Tolentino-Tough Property Services,"West Pennant, NS B3V 1M2",2,6731,Light duty cleaners
Nova Scotia,Town Plot Orchards,"Port Williams, NS B0P 1T0",7,8431,General farm workers
Nova Scotia,Track Group Analytics Ltd.,"Bedford, NS B4A 3Y4",1,1215,"Supervisors, supply chain, tracking and scheduling co"
Nova Scotia,Traditional Evergreen Tree Farm Ltd,"Bridgewater, NS B4V 2W6",5,8432,Nursery and greenhouse workers
Nova Scotia,Tulip Farm,"Pugwash, NS B0K 1L0",1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers"
Nova Scotia,VanMeekeren Farms Ltd,"Kentville, NS B4N 3V7",8,8431,General farm workers
Nova Scotia,Vermeuland Farms Limited,"Milford, NS B0N 1Y0",2,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers"
Nova Scotia,Vermeulen Farms Limited,"Canning, NS B0P 1H0",25,8431,General farm workers
Nova Scotia,Vermeulen Farms Limited,,25,8611,Harvesting labourers
Nova Scotia,Webster Farms Ltd,"Cambridge, NS B0P 1G0",36,8431,General farm workers
Nova Scotia,WesTower Communications Ltd.,"Wellington, NS B2T 1K6",1,7245,Telecommunications line and cable workers
Nova Scotia,Windsor Street Childcare Centre Inc.,"Halifax, NS B3K 5E4",1,4214,Early childhood educators and assistants
Nova Scotia,Wohlgemuth Farms Ltd,"Aylesford, NS B0P 1C0",5,7511,Transport truck drivers
Nova Scotia,Wohlgemuth Farms Ltd,,9,8432,Nursery and greenhouse workers
Nova Scotia,Yu Yo The Artists' Place Inc.,"Dartmouth, NS B2W 4E1",1,0621,Retail and wholesale trade managers
Nova Scotia,ZM Supreme Cleaning Services Limited,"Dartmouth, NS B3A 2B2",3,6315,Cleaning supervisors
New Brunswick,053636 NB Ltd.,"Dieppe, NB E1A 1Y6",5,7511,Transport truck drivers
New Brunswick,100-220 PEI Inc.,"Fredericton, NB E3B 1W8",2,6311,Food service supervisors
New Brunswick,2439624 Nova Scotia LTD,"Alma, NB E4H 1N9",1,6311,Food service supervisors
New Brunswick,611286 NB Inc.,"Saint John, NB E2L 4W3",2,6322,Cooks
New Brunswick,615317 NB Inc,"Berwick, NB E5P 3H5",18,8432,Nursery and greenhouse workers
New Brunswick,616452 NB Ltd.,"Moncton, NB E1C 2T9",1,6322,Cooks
New Brunswick,620694 NB Ltd.,"Fredericton, NB E3C 0B8",2,6322,Cooks
New Brunswick,"622735 NB, Inc.","Lake George, NB E6K 3P9",1,6322,Cooks
New Brunswick,638571 N.B. Ltd.,"Saint John, NB E2J 2S5",1,6322,Cooks
New Brunswick,641009 N.B. Inc.,"Lepreau, NB E5J 0B4",1,6332,Bakers
New Brunswick,648954 NB Inc,"Kouchibouguac, NB E4X 1L7",20,8431,General farm workers
New Brunswick,658579 NB Ltd,"Fredericton, NB E3C 1A2",1,6322,Cooks
New Brunswick,658711 NB Ltd.,"Miramichi, NB E1V 1X4",1,6321,Chefs
New Brunswick,659309 NB Inc,"Moncton, NB E1C 1E4",1,6322,Cooks
New Brunswick,662100 NB Ltd,"Grande Anse, NB E8N 1A1",2,8431,General farm workers
New Brunswick,665606 NB Inc,"Moncton, NB E1A 5L1",1,6322,Cooks
New Brunswick,669950 NB Ltd. o/a NARU Japanese Restaurant Ltd.,"Fredericton, NB E3B 1B9",2,6322,Cooks
New Brunswick,669955 N.B. Inc.,"Oromocto, NB E2V 1S2",1,6322,Cooks
New Brunswick,672018 N.B. Inc.,"Saint John, NB E2L 1B2",1,1221,Administrative officers
New Brunswick,7726848 Canada Ltd.,"Moncton, NB E1C 2T9",6,6322,Cooks
New Brunswick,Atlantic Cancer Research Institute,"Moncton, NB E1C 8X3",1,2121,Biologists and related scientists
New Brunswick,Atlantic Towing Limited,"Saint John, NB E4E 4P6",1,0016,Senior managers 
New Brunswick,B & B Environmental Services Ltd,"Newtown, NB E4G 1M2",2,7511,Transport truck drivers
New Brunswick,BEUMER Group Canada Corporation,"Moncton, NB E1C 5H7",1,2281,Computer network technicians
New Brunswick,BEUMER Group Canada Corporation,,1,7301,"Contractors and supervisors, mechanic trades"
New Brunswick,BLR Foods Ltd,"Saint John, NB E2J 1X2",2,6322,Cooks
New Brunswick,Bolero Shellfish Processing Inc.,"Saint-Simon, NB E8P 2B2",17,9463,Fish and seafood plant workers
New Brunswick,"Botsford Fisheries Ltd., Les Pêcheries Botsford ltée","Cap-Pele, NB E4N 3B3",9,9463,Fish and seafood plant workers
New Brunswick,Bouctouche Bay Inn Inc.,"Bouctouche, NB E4S 2T5",4,6322,Cooks
New Brunswick,Brun Fisheries Ltd.,"Petit-Cap, NB E4N 2G8",4,9618,Labourers in fish and seafood processing
New Brunswick,CANLink Aviation Inc.,"Rothesay, NB E2E 5J7",1,2271,"Air pilots, flight engineers and flying instructors"
New Brunswick,Cape Bald Packers Ltd,"Cap Pele, NB E4N 1E3",226,9463,Fish and seafood plant workers
New Brunswick,Captain Dan's Inc.,"Richibouctou-Village, NB E4W 1C9",55,9463,Fish and seafood plant workers
New Brunswick,Cedar Rock Farm,"Nauwigewauk, NB E5N 6W4",1,8431,General farm workers
New Brunswick,County Line Trucking Ltd,"Wilmot, NB E7P 2V4",4,7511,Transport truck drivers
New Brunswick,Crowevel Farms Ltd.,"Newtown, NB E4G 1M2",1,8431,General farm workers
New Brunswick,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",5,7511,Transport truck drivers
New Brunswick,Day & Ross Inc,"Hartland, NB E7P 1C6",1,0016,Senior managers 
New Brunswick,Domino's Pizza,"Moncton, NB E1C 2R8",2,6311,Food service supervisors
New Brunswick,Donnelly Farms Ltd,"Lansdowne, NB E7L 4K4",2,7511,Transport truck drivers
New Brunswick,Dowon Brothers Inc.,"Moncton, NB E1C 5C3",3,6322,Cooks
New Brunswick,D-U-C Trucking Inc.,"Woodstock, NB E7M 1Y7",1,7511,Transport truck drivers
New Brunswick,Edmond Gagnon Ltd,"Grand-Barachois, NB E4P 8A4",65,9463,Fish and seafood plant workers
New Brunswick,Element5 Spa Inc.,"Saint John, NB E2L 4Z6",1,6341,Hairstylists and barbers
New Brunswick,Elephant Transport Inc.,"Dieppe, NB E1A 0Z6",1,7511,Transport truck drivers
New Brunswick,Elsipogtog Mental Health Services,"Elsipogtog, NB E4W 2S1",1,4153,"Family, marriage and other related counsellors"
New Brunswick,Elzayat Corp.,"Fredericton, NB E3B 1E4",3,6322,Cooks
New Brunswick,Fenety Convenience Store Ltd.,"Waasis, NB E3B 9E1",2,6322,Cooks
New Brunswick,Full House Enterprise Ltd,"Fredericton, NB E3B 5Y4",1,6322,Cooks
New Brunswick,Gamma II Investments Ltd.,"Saint John, NB E2J 2C2",2,6322,Cooks
New Brunswick,Golden Point Ltd o/a Subway,"Saint John, NB E2K 3A1",1,6311,Food service supervisors
New Brunswick,Horizon Health Network,"Moncton, NB E1C 6Z8",3,3111,Specialist physicians
New Brunswick,Horizon Health Network,"Saint John, NB E2L 4L2",3,3112,General practitioners and family physicians
New Brunswick,Howell Ventures Ltd.,"Upper Kingsclear, NB E3E 1P8",1,2174,Computer programmers and interactive media developers
New Brunswick,HUNTSMAN MARINE SCIENCE CENTRE,"St.Andrews, NB E5B 2L7",1,2121,Biologists and related scientists
New Brunswick,Hutt Chiropractic Professional Corp,"Miramichi, NB E1V 5L5",1,3122,Chiropractors
New Brunswick,IGT Canada Solutions ULC,"Moncton, NB E1H 2R6",1,1211,"Supervisors, general office and administrative support workers"
New Brunswick,IGT Canada Solutions ULC,,1,2174,Computer programmers and interactive media developers
New Brunswick,Irving Oil Company Limited,"Saint John, NB E2L 4K1",1,2152,Landscape architects
New Brunswick,Irving Tissue Corp. (Moncton),"Dieppe, NB E1A 6X4",1,0016,Senior managers 
New Brunswick,Irving Tissue Corp. (Moncton),"Moncton, NB E1H 3N5",1,0016,Senior managers 
New Brunswick,J.D. Irving,"Saint John, NB E2L 4M3",1,2174,Computer programmers and interactive media developers
New Brunswick,Jeramand Enterprises Ltd.,"Irishtown, NB E1H 2L3",4,7511,Transport truck drivers
New Brunswick,Jolly Farmer Products Inc,"Northampton, NB E7N 1R6",24,8432,Nursery and greenhouse workers
New Brunswick,"Jolly Farmer Transport ,Inc.","Northhampton, NB E7N 1R6",2,7511,Transport truck drivers
New Brunswick,JP Lavoie & Sons Ltd,"Salisbury, NB E4J 3E2",1,6322,Cooks
New Brunswick,JPS Trucking Ltd.,"Bloomfield, NB E7K 1C8",4,7511,Transport truck drivers
New Brunswick,Jun Realty Ltd.,"Dieppe, NB E1A 1P4",1,6322,Cooks
New Brunswick,KIL Investments Ltd.,"Fredericton, NB E3B 2H8",1,6311,Food service supervisors
New Brunswick,KIL Investments Ltd.,,2,6322,Cooks
New Brunswick,Kim Thoa Restaurant Inc,"Woodstock, NB E7M 1L3",1,6321,Chefs
New Brunswick,La Residence Castel Des Flots Bleus Ltee,"Cap-Pete, NB E4N 0B5",3,6731,Light duty cleaners
New Brunswick,L'Association Coopérative des Pêcheurs de l'Île Ltée,"Lamèque, NB E8T 1M8",11,9463,Fish and seafood plant workers
New Brunswick,Les Pêcheries de Chez Nous,"Tracadie-Sheila, NB E1X 1G4",26,9463,Fish and seafood plant workers
New Brunswick,Les Petits Fruits de Pré-d'en-Haut Inc,"Memramcook, NB E4K 1K8",25,8431,General farm workers
New Brunswick,Leslie Leger and Sons Ltd.,"Trois-Ruisseaux, NB E4N 3B3",15,9463,Fish and seafood plant workers
New Brunswick,Maritime Auto Body 2014 Ltd.,"Saint John, NB E2M 3S4",1,7322,Motor vehicle body repairers
New Brunswick,Maritime Truck & Tractor Pull Association,"Richmond Corner, NB E7M 4W9",1,6722,"Operators and attendants in amusement, recreation and sport"
New Brunswick,McConchie Trucking Ltd.,"Norton, NB E5T 1E8",6,7511,Transport truck drivers
New Brunswick,McConnell Transport Ltd.,"Woodstock, NB E7M 6B5",22,7511,Transport truck drivers
New Brunswick,McLaughlin Dental Group Inc,"Bedell, NB E7M 4P1",1,3113,Dentists
New Brunswick,McSubway Inc,"Saint John, NB E2L 1G3",1,6311,Food service supervisors
New Brunswick,Meadow Valley Manor Inc.,"Saint John, NB E2J 4E2",2,3413,"Nurse aides, orderlies and patient service associates"
New Brunswick,Mountain Road Pizzeria Inc.,"Miramichi, NB E1V 5Z5",1,6322,Cooks
New Brunswick,Mountain View Packers Ltd,"Florenceville - Bristol, NB E7L 1Y9",6,8431,General farm workers
New Brunswick,Murray Enterprises Ltd,"Sussex Corner, NB E4E 2Y5",8,7511,Transport truck drivers
New Brunswick,Ocean Pier Inc.,"Scoudouc, NB E4P 3R4",17,9463,Fish and seafood plant workers
New Brunswick,Orchard Shade Farms Ltd,"Northampton, NB E7N 1E2",8,8431,General farm workers
New Brunswick,Pioneer Transport Inc.,"Woodstock, NB E7M 6B5",22,7511,Transport truck drivers
New Brunswick,Playteck Enterprises Inc,"Dieppe, NB E1A 6V3",2,2225,Landscape and horticulture technicians and specialists
